account_value,date,daily_return
10000000.0,2012-01-09,
7678005.982739501,2012-01-10,-0.23219940172604991
7675009.171305001,2012-01-11,-0.000390311161678758
7678709.004010698,2012-01-12,0.00048206231720615556
7665171.437251897,2012-01-13,-0.0017630003626560864
7640664.484329898,2012-01-16,-0.003197182623065342
7699626.914300296,2012-01-17,0.007716924371083733
7679346.014129698,2012-01-18,-0.002634010763941208
7712221.848161899,2012-01-19,0.004281072108446526
7741438.745123699,2012-01-20,0.0037883890708829693
7719451.7444963,2012-01-30,-0.002840169812265092
7735362.838814,2012-01-31,0.0020611689591871762
7720004.1870714,2012-02-01,-0.0019855114831245357
7745518.269030301,2012-02-02,0.003304931103745856
7756571.1956707,2012-02-03,0.0014270093047992205
7770193.630089499,2012-02-06,0.001756244360446635
7751612.859466199,2012-02-07,-0.002391287979149892
7802006.536759399,2012-02-08,0.006501057032493485
7792642.082529996,2012-02-09,-0.0012002622896151172
7794190.395195592,2012-02-10,0.0001986890516976203
7799176.376925992,2012-02-13,0.0006397048926944926
7796114.449642293,2012-02-14,-0.0003925962352585577
7814450.9253796935,2012-02-15,0.0023520018665506015
7806538.974129293,2012-02-16,-0.0010124769258840205
7802035.749181592,2012-02-17,-0.0005768529386229737
7802934.029155893,2012-02-20,0.00011513405003249488
7819239.732013494,2012-02-21,0.0020896886730905617
7846780.279944094,2012-02-22,0.003522151625284353
7847018.077916993,2012-02-23,3.030516522883886e-05
7872186.705850992,2012-02-24,0.003207413017797034
7904218.700486395,2012-02-27,0.00406900850199543
7916491.392857796,2012-02-28,0.0015526762146200745
7890204.084170195,2012-02-29,-0.0033205756670583453
7865637.044978496,2012-03-01,-0.003113612642921093
7896923.089392995,2012-03-02,0.003977560143646919
7875208.697440193,2012-03-05,-0.0027497281798234408
7813608.992178397,2012-03-06,-0.007821977502871613
7762909.976767395,2012-03-07,-0.006488552916040891
7836038.677384997,2012-03-08,0.009420269053287855
7923708.726519695,2012-03-09,0.011188057224336578
7942729.907051594,2012-03-12,0.0024005400991378156
7959275.502477692,2012-03-13,0.002083111929993997
7911942.49487079,2012-03-14,-0.005946899010113138
7933594.028891192,2012-03-15,0.0027365636232110635
8014323.643566589,2012-03-16,0.01017566746942311
8011950.151899389,2012-03-19,-0.00029615620391187925
7932240.735460689,2012-03-20,-0.00994881582230056
7922979.64034369,2012-03-21,-0.001167525725183527
7893098.574591193,2012-03-22,-0.0037714429556707785
7859061.964940092,2012-03-23,-0.00431219873025146
7970638.058703692,2012-03-26,0.014197126102498014
7978958.51079269,2012-03-27,0.0010438878327831969
7851634.124199295,2012-03-28,-0.015957519571153322
7799589.356644096,2012-03-29,-0.006628526843194815
7808604.652302995,2012-03-30,0.0011558679882575085
7941606.071989495,2012-04-05,0.01703267428800781
7943219.688047795,2012-04-06,0.00020318510433181558
7923221.146060496,2012-04-09,-0.002517687130999424
7928081.346583294,2012-04-10,0.0006134122010736931
8017730.631398294,2012-04-12,0.01130781596402719
8055324.931891897,2012-04-13,0.004688895427139794
7988357.3816925,2012-04-16,-0.008313451135194438
7938499.528543595,2012-04-17,-0.006241314799356301
8002762.1154334955,2012-04-18,0.008095054570304905
7924125.707615899,2012-04-19,-0.009826158354244274
7969878.601411,2012-04-20,0.005773872788404688
7930716.358632995,2012-04-23,-0.004913781593997135
7892425.6536197,2012-04-24,-0.00482815212166976
7961243.773243599,2012-04-25,0.008719514461607458
7959045.088469997,2012-04-26,-0.00027617352718067867
8036896.016206794,2012-04-27,0.00978144072202558
8196550.202198497,2012-05-02,0.019865155113336197
8227300.765150897,2012-05-03,0.0037516469970686472
8155293.597774596,2012-05-04,-0.008752222561415057
8225976.216453398,2012-05-07,0.008667084493204413
8222304.161164295,2012-05-08,-0.00044639750863340044
8103318.987407795,2012-05-09,-0.014471025569510299
8170210.280627398,2012-05-10,0.00825480193036321
8160187.495240098,2012-05-11,-0.001226747542969031
8102683.402516698,2012-05-14,-0.0070469082673580985
8072004.360966196,2012-05-15,-0.003786281658366808
8041001.711912697,2012-05-16,-0.003840762178402457
8097746.038560195,2012-05-17,0.007056872847500006
8031534.455241996,2012-05-18,-0.008176544806778319
8194172.303998996,2012-05-21,0.020249909860107662
8258242.467384197,2012-05-22,0.007818991474457082
8381823.696869296,2012-05-23,0.014964592039187652
8265317.728143797,2012-05-24,-0.013899835279166606
8193311.230565496,2012-05-25,-0.008711885005111886
8403536.260838497,2012-05-28,0.025658128241088596
8430236.003615197,2012-05-29,0.003177203256815142
8417375.534158396,2012-05-30,-0.0015255171327690498
8441679.255712796,2012-05-31,0.0028873277015828425
8579165.490986895,2012-06-01,0.016286597856825402
8468039.913398698,2012-06-04,-0.012952958851877083
8558446.607192397,2012-06-05,0.010676224335061546
8485494.991320897,2012-06-06,-0.008523931879202529
8435302.438350897,2012-06-07,-0.00591510018229191
8380206.2949303975,2012-06-08,-0.006531614464705626
8540485.400693899,2012-06-11,0.019125914103148345
8384103.608346898,2012-06-12,-0.018310644537170573
8460657.697572999,2012-06-13,0.009130861544922597
8471056.161214897,2012-06-14,0.0012290372703391839
8404407.261490898,2012-06-15,-0.007867838254827508
8424014.6466019,2012-06-18,0.0023329884548601854
8492758.148556799,2012-06-19,0.00816042051667476
8354565.710634397,2012-06-20,-0.016271797160017476
8298523.364144198,2012-06-21,-0.006707990388879703
8268604.496730799,2012-06-25,-0.0036053242366793636
8228797.728115997,2012-06-26,-0.0048142063912405275
8185055.315938298,2012-06-27,-0.00531577195393218
8183016.421176299,2012-06-28,-0.00024909969246367236
8244940.402920099,2012-06-29,0.0075673784038303715
8485237.348203497,2012-07-02,0.02914477649811653
8448123.5367876,2012-07-03,-0.004373927315510562
8469709.579044,2012-07-04,0.002555128622634628
8505588.0470381,2012-07-05,0.004236091882403148
8638475.8697992,2012-07-06,0.015623590282787703
8733883.278805101,2012-07-09,0.011044472479161849
8613035.371086303,2012-07-10,-0.013836675378072094
8927413.653549002,2012-07-11,0.03650028926132798
8956596.741671603,2012-07-12,0.003268929754475902
9043509.645740904,2012-07-13,0.009703786669877479
8960632.945430206,2012-07-16,-0.009164218711231076
8812974.200181803,2012-07-17,-0.016478606605988433
8714464.532842204,2012-07-18,-0.011177800490731804
8757718.038386203,2012-07-19,0.0049634151795545645
8688315.922164803,2012-07-20,-0.007924680369612469
8632564.625796802,2012-07-23,-0.006416812748000322
8701061.015747804,2012-07-24,0.007934651279216887
8661681.506789006,2012-07-25,-0.004525828388920128
8567588.566120405,2012-07-26,-0.010863126356568498
8489529.663179103,2012-07-27,-0.009110953722728521
8458363.053070003,2012-07-30,-0.0036711821909611864
8467389.488561,2012-07-31,0.0010671610374681784
8498987.530377103,2012-08-01,0.003731733594963371
8600132.186807403,2012-08-02,0.011900788896181957
8665231.661524905,2012-08-03,0.007569590013670302
8715209.602979802,2012-08-06,0.005767640544084518
8707023.569024203,2012-08-07,-0.0009392813631010632
8635010.260422405,2012-08-08,-0.008270714789149092
8790255.214955308,2012-08-09,0.017978548936351535
8723221.356836207,2012-08-10,-0.007625928540169413
8663084.566963505,2012-08-13,-0.006893874110574294
8619902.782495707,2012-08-14,-0.004984573812481408
8540378.278476408,2012-08-15,-0.009225684561174896
8490693.303360406,2012-08-16,-0.0058176550845784325
8445527.051457308,2012-08-17,-0.005319501045364827
8434032.874984907,2012-08-20,-0.0013609779949042
8501246.986459808,2012-08-21,0.00796939168618338
8432977.644768808,2012-08-22,-0.008030509147626819
8423544.143145207,2012-08-23,-0.0011186442109748507
8420341.395566208,2012-08-24,-0.0003802137822955798
