account_rewards,date
-32972.49559999937,2013-09-26
-35813.5591999978,2013-09-27
-14540.78479999949,2013-09-30
-22537.04440000097,2013-10-08
-115377.3224000002,2013-10-09
-25633.948399999445,2013-10-10
-74096.0120000015,2013-10-11
43002.740399998846,2013-10-14
-158639.50280000063,2013-10-15
-67530.36319999717,2013-10-16
-56955.522800000974,2013-10-17
71967.22920000448,2013-10-18
-138948.5564000032,2013-10-21
-146394.82800000158,2013-10-22
-99165.62800000186,2013-10-23
-270426.1247999956,2013-10-24
-150248.5476000006,2013-10-25
-63469.07080000063,2013-10-28
-30055.72560000048,2013-10-29
-124369.22840000065,2013-10-30
-42239.562400000555,2013-10-31
-96103.21239999907,2013-11-01
-29750.646799998653,2013-11-04
-76372.32520000014,2013-11-05
-150118.65600000002,2013-11-06
-152706.3527999994,2013-11-07
16389.008399997998,2013-11-08
75644.52400000139,2013-11-11
-142559.19080000054,2013-11-12
6191.5375999992175,2013-11-13
11679.554400001238,2013-11-14
44228.2512000022,2013-11-15
-114229.60840000563,2013-11-18
-51027.475599999314,2013-11-19
-126635.34439999638,2013-11-20
-84421.47040000225,2013-11-21
-50564.36239999887,2013-11-22
-59712.77200000096,2013-11-25
-16813.273199998035,2013-11-26
45454.15959999786,2013-11-27
-30242.773199998817,2013-11-28
-164802.56440000073,2013-11-29
-1653.0036000010066,2013-12-02
11892.084000000224,2013-12-03
-126847.55639999999,2013-12-04
-89115.34999999686,2013-12-05
-95298.1356000023,2013-12-06
-56246.76600000182,2013-12-09
-133628.97519999815,2013-12-10
-73778.7403999986,2013-12-11
-60356.84160000084,2013-12-12
-155736.3516000028,2013-12-13
-84286.0495999983,2013-12-16
-21595.723999999598,2013-12-17
-125715.95160000026,2013-12-18
-217151.43760000047,2013-12-19
-75642.6779999981,2013-12-20
-73955.8860000011,2013-12-23
-16100.456000000939,2013-12-24
-122117.71519999913,2013-12-25
41191.24320000013,2013-12-26
-75964.9168,2013-12-27
938.7755999988403,2013-12-30
-80815.30480000186,2013-12-31
-135093.3735999954,2014-01-02
-167008.67720000242,2014-01-03
-50076.550399999716,2014-01-06
-58986.757199999374,2014-01-07
-101039.22559999736,2014-01-08
-59480.58000000333,2014-01-09
-111613.43679999844,2014-01-10
-5513.386400002835,2014-01-13
-73997.56079999865,2014-01-14
11590.64840000195,2014-01-15
-167060.78640000135,2014-01-16
-101057.72520000105,2014-01-17
-25087.309599999593,2014-01-20
135778.1892000001,2014-01-21
-34238.7071999994,2014-01-22
8306.498400001354,2014-01-23
-100131.8332000008,2014-01-24
-78799.8380000005,2014-01-27
-93357.64680000012,2014-01-28
-134481.1728000013,2014-01-29
