account_rewards,date
-85135.42479999748,2013-07-30
71792.73359999733,2013-07-31
-10863.957199999937,2013-08-01
-2399.691199998714,2013-08-02
-42985.8432000026,2013-08-05
-85916.92519999515,2013-08-06
-104070.96800000162,2013-08-07
-53359.02920000083,2013-08-08
89208.60680000129,2013-08-09
-22840.090800003953,2013-08-12
-84019.47479999684,2013-08-13
-123243.90999999673,2013-08-14
-123473.30080000365,2013-08-15
-4839.795600000486,2013-08-16
-120355.68879999971,2013-08-19
-34719.21359999768,2013-08-20
-69865.6568000025,2013-08-21
-120656.67279999946,2013-08-22
18391.32439999934,2013-08-23
-52835.44280000027,2013-08-26
-162834.42919999943,2013-08-27
-105311.00520000128,2013-08-28
-83266.83839999784,2013-08-29
-274412.1816000007,2013-08-30
19262.164000003224,2013-09-02
-94460.66040000148,2013-09-03
-108016.28000000281,2013-09-04
-32712.641999997017,2013-09-05
24082.140799997866,2013-09-06
-39093.52839999728,2013-09-09
-18680.378800000894,2013-09-10
-39542.07480000222,2013-09-11
-49438.72639999891,2013-09-12
-81533.32160000045,2013-09-13
-222732.4888000002,2013-09-16
-24552.589199999962,2013-09-17
-55171.05919999906,2013-09-18
-139441.35040000084,2013-09-23
-122575.08800000025,2013-09-24
-75497.90880000083,2013-09-25
-28676.365599999353,2013-09-26
-40658.43919999782,2013-09-27
-19409.164799999475,2013-09-30
-32497.204400000035,2013-10-08
-117324.38240000204,2013-10-09
-15007.888399998506,2013-10-10
-26799.492000001523,2013-10-11
38086.13039999792,2013-10-14
-147110.07279999877,2013-10-15
-75969.563199999,2013-10-16
-67898.40280000005,2013-10-17
39505.95920000356,2013-10-18
-112325.87640000228,2013-10-21
-108890.94800000172,2013-10-22
-73645.46800000187,2013-10-23
-262970.98479999567,2013-10-24
-139051.17760000064,2013-10-25
-65178.43080000064,2013-10-28
-53600.27559999956,2013-10-29
-33428.16840000253,2013-10-30
-44217.74239999871,2013-10-31
-87725.27239999906,2013-11-01
-30075.756799999588,2013-11-04
-61098.245200000165,2013-11-05
-107984.47599999898,2013-11-06
-136543.2628000003,2013-11-07
25106.308399998008,2013-11-08
87614.02400000139,2013-11-11
-107325.97080000049,2013-11-12
-35271.68240000078,2013-11-13
2894.734400000295,2013-11-14
35480.101200002166,2013-11-15
-59735.24840000471,2013-11-18
-52833.69559999932,2013-11-19
-110578.66439999637,2013-11-20
-64549.33040000223,2013-11-21
-28235.872399998883,2013-11-22
-69845.60200000099,2013-11-25
-18630.683199997104,2013-11-26
-1642.5604000021285,2013-11-27
-20095.493199999746,2013-11-28
-169249.12440000073,2013-11-29
-20997.683600001015,2013-12-02
9847.30400000021,2013-12-03
-93156.37639999998,2013-12-04
-41878.63999999686,2013-12-05
-67460.95560000227,2013-12-06
-69866.43600000092,2013-12-09
-100727.27519999916,2013-12-10
-67138.00039999954,2013-12-11
-57242.38159999987,2013-12-12
-148643.93160000278,2013-12-13
-79144.9395999983,2013-12-16
-36239.85399999865,2013-12-17
-93396.46160000117,2013-12-18
-218138.4276000004,2013-12-19
-45430.44799999715,2013-12-20
-53946.70600000111,2013-12-23
-17340.006000000925,2013-12-24
-121702.86520000004,2013-12-25
44224.72319999922,2013-12-26
-81920.58679999903,2013-12-27
23038.9055999979,2013-12-30
-44596.49479999996,2013-12-31
-127329.42359999639,2014-01-02
-159037.76720000157,2014-01-03
-43044.3103999997,2014-01-06
-77252.66720000029,2014-01-07
-74948.76559999827,2014-01-08
-73246.1000000024,2014-01-09
-81006.0367999975,2014-01-10
2882.8935999962273,2014-01-13
-77875.57079999866,2014-01-14
7270.908400002868,2014-01-15
-143242.32640000238,2014-01-16
-47795.185200000116,2014-01-17
-20644.289600000524,2014-01-20
129783.32920000107,2014-01-21
-40751.937200000335,2014-01-22
24958.248400001354,2014-01-23
-14731.543200000779,2014-01-24
-80515.08799999954,2014-01-27
-68289.206800002,2014-01-28
-139355.54279999944,2014-01-29
-25582.255599998818,2014-01-30
44245.153999998205,2014-02-07
-27239.431199997667,2014-02-10
-47971.50799999937,2014-02-11
-94960.88200000426,2014-02-12
72205.28880000085,2014-02-13
73691.01160000346,2014-02-14
