,0
Annual return,0.201427600409692
Cumulative returns,0.6253453173811019
Annual volatility,0.29365330107947535
Sharpe ratio,0.7732264569186055
Calmar ratio,0.534364476063193
Stability,0.35802743565264306
Max drawdown,-0.3769479623601916
Omega ratio,1.1382100495463303
Sortino ratio,1.1009909929012036
Skew,
Kurtosis,
Tail ratio,1.0390222139153962
Daily value at risk,-0.03609580466030741
