,0
Annual return,0.13923962231895914
Cumulative returns,0.4105903504258013
Annual volatility,0.4433689794631529
Sharpe ratio,0.5160965048706668
Calmar ratio,0.22562233614123386
Stability,0.021981595855238973
Max drawdown,-0.6171358062341783
Omega ratio,1.0871281639483605
Sortino ratio,0.751936700034926
Skew,
Kurtosis,
Tail ratio,1.130519561270917
Daily value at risk,-0.05495122033226614
