,0
Annual return,0.18304704951426087
Cumulative returns,0.558275386562
Annual volatility,0.3077924010738181
Sharpe ratio,0.7008133902150009
Calmar ratio,0.4557281225503237
Stability,0.34173934386229016
Max drawdown,-0.40165844602677103
Omega ratio,1.1262859190696388
Sortino ratio,1.024820453292175
Skew,
Kurtosis,
Tail ratio,1.0184878263379398
Daily value at risk,-0.037922225190644095
