,0
Annual return,0.06103017609745165
Cumulative returns,0.16921030803790083
Annual volatility,0.31133955137419855
Sharpe ratio,0.34640057284283954
Calmar ratio,0.1311886979954136
Stability,0.1743530177893212
Max drawdown,-0.46520909979292024
Omega ratio,1.0602294958174532
Sortino ratio,0.49090583324164366
Skew,
Kurtosis,
Tail ratio,1.0227064678618225
Daily value at risk,-0.03879712744392822
