,0
Annual return,0.1834350805443994
Cumulative returns,0.5596244938054025
Annual volatility,0.27920851941347663
Sharpe ratio,0.7441853552581648
Calmar ratio,0.4773014836027041
Stability,0.35814180777934357
Max drawdown,-0.384317013137732
Omega ratio,1.1327759649791982
Sortino ratio,1.0586011746752395
Skew,
Kurtosis,
Tail ratio,1.0383059721366856
Daily value at risk,-0.03435243168401779
