,0
Annual return,0.22867035015584425
Cumulative returns,0.7219083248006963
Annual volatility,0.31645311796973463
Sharpe ratio,0.8102364827807155
Calmar ratio,0.5497834239045467
Stability,0.35857038333912655
Max drawdown,-0.41592805496359586
Omega ratio,1.1446332387124698
Sortino ratio,1.176765931267675
Skew,
Kurtosis,
Tail ratio,1.0726490187242226
Daily value at risk,-0.038851877618404945
