,0
Annual return,0.29717876805402277
Cumulative returns,0.9869823076256976
Annual volatility,0.4402236988996654
Sharpe ratio,0.8114906160642189
Calmar ratio,0.5318685397388595
Stability,0.25499152167923583
Max drawdown,-0.5587447759176236
Omega ratio,1.1425299581573243
Sortino ratio,1.2202612698900208
Skew,
Kurtosis,
Tail ratio,1.2041621870100148
Daily value at risk,-0.05404536405428476
