,0
Annual return,0.22781090544866944
Cumulative returns,0.7187317087649998
Annual volatility,0.31614554956468605
Sharpe ratio,0.8084941484153214
Calmar ratio,0.5493028932670588
Stability,0.35778718502419776
Max drawdown,-0.4147272993479626
Omega ratio,1.1443519248428917
Sortino ratio,1.1743669611389018
Skew,
Kurtosis,
Tail ratio,1.067156648690206
Daily value at risk,-0.03881630238137083
