,0
Annual return,0.11555356141630435
Cumulative returns,0.33566906760649773
Annual volatility,0.28807482917856714
Sharpe ratio,0.5249661470741545
Calmar ratio,0.2470367930726413
Stability,0.12625859813692045
Max drawdown,-0.4677585066542123
Omega ratio,1.0909591337026474
Sortino ratio,0.7221480352256113
Skew,
Kurtosis,
Tail ratio,0.9269899734011876
Daily value at risk,-0.03569389980422184
