,0
Annual return,0.16391632439719062
Cumulative returns,0.49445687386899495
Annual volatility,0.2698940443360075
Sharpe ratio,0.6986411365850065
Calmar ratio,0.46575741804892434
Stability,0.37578492165995425
Max drawdown,-0.35193497311077165
Omega ratio,1.124127272672577
Sortino ratio,0.9897183063600969
Skew,
Kurtosis,
Tail ratio,1.0519730114520942
Daily value at risk,-0.033255203086959395
