,0
Annual return,0.3545499559049252
Cumulative returns,1.2273703335943025
Annual volatility,0.53212612159803
Sharpe ratio,0.8363020829711338
Calmar ratio,0.5934125561425035
Stability,0.21793832410993516
Max drawdown,-0.5974763294691438
Omega ratio,1.1492389444419158
Sortino ratio,1.268540004865538
Skew,
Kurtosis,
Tail ratio,1.1947595329389964
Daily value at risk,-0.06527564453389151
